Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round,EventName,Time_Seconds
0 days 00:41:51.463000,34.6,31.5,941.2,False,51.0,331,2.2,8,Austrian Grand Prix,2511.463
0 days 00:42:51.477000,34.5,31.8,941.2,False,51.4,337,1.5,8,Austrian Grand Prix,2571.477
0 days 00:43:51.470000,34.5,32.0,941.3,False,50.5,358,2.3,8,Austrian Grand Prix,2631.47
0 days 00:44:51.495000,34.5,30.9,941.3,False,51.5,49,1.3,8,Austrian Grand Prix,2691.495
0 days 00:45:51.503000,34.6,31.7,941.3,False,51.4,51,2.7,8,Austrian Grand Prix,2751.503
0 days 00:46:51.512000,34.7,31.7,941.2,False,50.9,0,0.0,8,Austrian Grand Prix,2811.512
0 days 00:47:51.549000,34.7,31.7,941.3,False,51.1,326,1.0,8,Austrian Grand Prix,2871.549
0 days 00:48:51.541000,34.6,32.3,941.1,False,51.3,62,2.2,8,Austrian Grand Prix,2931.541
0 days 00:49:51.569000,34.5,32.1,941.3,False,51.1,8,1.8,8,Austrian Grand Prix,2991.569
0 days 00:50:51.568000,34.5,32.1,941.3,False,50.8,326,1.9,8,Austrian Grand Prix,3051.568
0 days 00:51:51.598000,34.5,32.3,941.2,False,51.0,350,2.5,8,Austrian Grand Prix,3111.598
0 days 00:52:51.611000,34.4,32.4,941.3,False,51.3,360,2.0,8,Austrian Grand Prix,3171.611
0 days 00:53:51.625000,34.4,32.2,941.3,False,51.6,81,1.4,8,Austrian Grand Prix,3231.625
0 days 00:54:51.651000,34.5,31.6,941.3,False,51.9,65,1.3,8,Austrian Grand Prix,3291.651
0 days 00:55:51.659000,34.5,31.1,941.3,False,52.0,312,0.9,8,Austrian Grand Prix,3351.659
0 days 00:56:51.670000,34.5,30.7,941.3,False,52.1,141,1.6,8,Austrian Grand Prix,3411.67
0 days 00:57:51.697000,34.5,30.7,941.3,False,51.9,116,2.6,8,Austrian Grand Prix,3471.697
0 days 00:58:51.723000,34.7,30.2,941.3,False,52.0,283,0.9,8,Austrian Grand Prix,3531.723
0 days 00:59:51.728000,34.8,30.1,941.2,False,51.9,144,0.8,8,Austrian Grand Prix,3591.728
0 days 01:00:51.730000,34.8,31.0,941.2,False,52.0,324,0.9,8,Austrian Grand Prix,3651.73
0 days 01:01:51.739000,34.8,30.6,941.1,False,52.0,55,2.0,8,Austrian Grand Prix,3711.739
0 days 01:02:51.759000,34.8,30.9,941.2,False,51.6,278,1.3,8,Austrian Grand Prix,3771.759
0 days 01:03:51.760000,34.7,31.5,941.3,False,51.6,37,1.2,8,Austrian Grand Prix,3831.76
0 days 01:04:51.763000,34.7,31.9,941.1,False,51.3,0,0.0,8,Austrian Grand Prix,3891.763
0 days 01:05:51.781000,34.6,30.7,941.2,False,51.3,332,1.4,8,Austrian Grand Prix,3951.781
0 days 01:06:51.776000,34.5,30.7,941.2,False,51.5,352,0.8,8,Austrian Grand Prix,4011.776
0 days 01:07:51.794000,34.5,30.5,941.2,False,51.6,43,1.2,8,Austrian Grand Prix,4071.794
0 days 01:08:51.794000,34.4,30.2,941.2,False,50.6,329,2.2,8,Austrian Grand Prix,4131.794
0 days 01:09:51.814999999,34.3,31.3,941.2,False,50.6,315,2.5,8,Austrian Grand Prix,4191.814999999
0 days 01:10:51.837000,34.3,31.9,941.2,False,51.2,360,1.5,8,Austrian Grand Prix,4251.837
0 days 01:11:51.854000,34.3,31.4,941.1,False,51.0,316,1.3,8,Austrian Grand Prix,4311.854
0 days 01:12:51.859999999,34.2,31.4,941.2,False,50.8,321,3.4,8,Austrian Grand Prix,4371.859999999
0 days 01:13:51.874000,34.4,32.0,941.1,False,51.0,95,1.0,8,Austrian Grand Prix,4431.874
0 days 01:14:51.877000,34.3,31.1,941.1,False,50.7,333,1.5,8,Austrian Grand Prix,4491.877
0 days 01:15:51.913000,33.5,31.1,941.1,False,50.7,333,1.5,8,Austrian Grand Prix,4551.913
0 days 01:16:51.911000,34.3,32.3,941.1,False,51.1,97,0.7,8,Austrian Grand Prix,4611.911
0 days 01:17:51.918000,33.4,32.3,941.1,False,51.1,97,0.7,8,Austrian Grand Prix,4671.918
0 days 01:18:51.930000,34.6,31.4,941.2,False,51.2,36,0.9,8,Austrian Grand Prix,4731.93
0 days 01:19:51.952000,34.6,31.5,941.2,False,51.2,330,2.2,8,Austrian Grand Prix,4791.952
0 days 01:20:51.949000,34.6,32.1,941.1,False,51.3,309,1.3,8,Austrian Grand Prix,4851.949
0 days 01:21:51.947000,34.6,32.2,941.2,False,51.4,301,1.8,8,Austrian Grand Prix,4911.947
0 days 01:22:51.950000,34.5,30.9,941.2,False,51.0,97,2.3,8,Austrian Grand Prix,4971.95
0 days 01:23:51.955000,34.5,32.2,941.1,False,50.8,37,2.3,8,Austrian Grand Prix,5031.955
0 days 01:24:51.976000,34.1,32.2,941.1,False,50.8,37,2.3,8,Austrian Grand Prix,5091.976
0 days 01:25:51.986000,34.5,31.3,941.2,False,51.2,352,0.9,8,Austrian Grand Prix,5151.986
0 days 01:26:52.003000,34.5,30.9,941.0,False,51.0,123,2.3,8,Austrian Grand Prix,5212.003
0 days 01:27:52.017000,34.4,31.0,941.2,False,51.1,231,0.4,8,Austrian Grand Prix,5272.017
0 days 01:28:52.039000,34.5,31.0,941.1,False,51.0,39,0.9,8,Austrian Grand Prix,5332.039
0 days 01:29:52.052000,34.2,31.2,941.1,False,50.8,76,1.4,8,Austrian Grand Prix,5392.052
0 days 01:30:52.067000,34.3,31.1,941.1,False,50.5,148,0.9,8,Austrian Grand Prix,5452.067
0 days 01:31:52.071000,34.0,31.1,941.1,False,50.5,148,0.9,8,Austrian Grand Prix,5512.071
0 days 01:32:52.087000,34.2,31.2,941.2,False,50.2,55,0.9,8,Austrian Grand Prix,5572.087
0 days 01:33:52.101000,34.1,32.9,941.1,False,50.1,39,0.9,8,Austrian Grand Prix,5632.101
0 days 01:34:52.142000,34.0,32.9,941.1,False,50.0,328,1.0,8,Austrian Grand Prix,5692.142
-1 days +23:08:59.164000,22.8,55.9,1007.0,False,37.9,212,1.4,9,British Grand Prix,-3060.836
-1 days +23:09:59.184000,22.8,56.5,1007.1,False,37.5,280,1.1,9,British Grand Prix,-3000.816
-1 days +23:10:59.199000,22.9,56.6,1007.1,False,37.8,345,0.5,9,British Grand Prix,-2940.801
-1 days +23:11:59.215000,23.0,55.8,1007.1,False,37.6,248,0.7,9,British Grand Prix,-2880.785
-1 days +23:12:59.213000,23.1,54.9,1007.0,False,38.5,158,1.0,9,British Grand Prix,-2820.787
-1 days +23:13:59.216000,23.2,54.5,1007.0,False,39.2,123,0.9,9,British Grand Prix,-2760.784
-1 days +23:14:59.232000,23.3,54.8,1006.9,False,38.1,100,1.4,9,British Grand Prix,-2700.768
-1 days +23:15:59.209000,23.2,55.3,1007.0,False,37.6,171,1.5,9,British Grand Prix,-2640.791
-1 days +23:16:59.216000,23.1,55.9,1006.9,False,37.8,220,1.8,9,British Grand Prix,-2580.784
-1 days +23:17:59.231000,23.1,56.2,1006.9,False,37.5,229,1.4,9,British Grand Prix,-2520.769
-1 days +23:18:59.260000,23.4,56.2,1006.7,False,38.2,233,1.6,9,British Grand Prix,-2460.74
-1 days +23:19:59.258000,23.1,55.8,1006.8,False,38.7,294,1.1,9,British Grand Prix,-2400.742
-1 days +23:20:59.281000,23.2,54.2,1006.8,False,40.2,181,1.6,9,British Grand Prix,-2340.719
-1 days +23:21:59.306000,23.3,54.5,1007.0,False,40.7,238,1.0,9,British Grand Prix,-2280.694
-1 days +23:22:59.307000,23.3,54.1,1006.9,False,41.1,264,1.9,9,British Grand Prix,-2220.693
-1 days +23:23:59.306000,23.4,53.5,1006.9,False,41.1,193,0.8,9,British Grand Prix,-2160.694
-1 days +23:24:59.301000,23.4,53.5,1006.9,False,41.1,193,0.8,9,British Grand Prix,-2100.699
-1 days +23:25:59.299000,23.4,53.5,1006.9,False,41.1,193,0.8,9,British Grand Prix,-2040.701
-1 days +23:26:59.301000,23.4,53.5,1006.9,False,41.1,193,0.8,9,British Grand Prix,-1980.699
-1 days +23:27:59.293000,23.7,53.3,1006.8,False,40.2,227,2.9,9,British Grand Prix,-1920.707
-1 days +23:28:59.302000,23.8,52.8,1006.8,False,40.0,248,2.6,9,British Grand Prix,-1860.698
-1 days +23:29:59.304000,23.8,53.2,1006.8,False,39.2,246,2.8,9,British Grand Prix,-1800.696
-1 days +23:30:59.303000,23.7,53.2,1006.8,False,39.2,246,2.8,9,British Grand Prix,-1740.697
-1 days +23:31:59.304000,23.5,53.2,1006.8,False,39.2,246,2.8,9,British Grand Prix,-1680.696
-1 days +23:32:59.306000,23.6,53.2,1006.8,False,39.2,246,2.8,9,British Grand Prix,-1620.694
-1 days +23:33:59.307000,23.6,53.5,1006.8,False,38.6,288,1.3,9,British Grand Prix,-1560.693
-1 days +23:34:59.316000,23.5,54.3,1006.8,False,37.6,267,3.1,9,British Grand Prix,-1500.684
-1 days +23:35:59.324000,23.4,54.3,1006.8,False,37.6,267,3.1,9,British Grand Prix,-1440.676
-1 days +23:36:59.325000,23.5,54.3,1006.8,False,37.6,267,3.1,9,British Grand Prix,-1380.675
-1 days +23:37:59.342000,23.7,53.4,1006.7,False,38.9,295,1.3,9,British Grand Prix,-1320.658
-1 days +23:38:59.356000,23.7,53.4,1006.7,False,38.9,295,1.3,9,British Grand Prix,-1260.644
-1 days +23:39:59.357000,24.3,53.4,1006.7,False,38.9,295,1.3,9,British Grand Prix,-1200.643
-1 days +23:40:59.374000,23.9,53.4,1006.7,False,38.9,295,1.3,9,British Grand Prix,-1140.626
-1 days +23:41:59.394000,24.0,52.5,1006.8,False,39.3,248,1.3,9,British Grand Prix,-1080.606
-1 days +23:42:59.406000,23.8,51.4,1006.8,False,38.9,209,2.4,9,British Grand Prix,-1020.594
-1 days +23:43:59.412000,23.9,51.4,1006.8,False,38.9,209,2.4,9,British Grand Prix,-960.588
-1 days +23:44:59.426000,23.8,53.9,1006.7,False,40.7,223,1.3,9,British Grand Prix,-900.574
-1 days +23:45:59.425000,24.0,54.4,1006.7,False,40.6,230,2.2,9,British Grand Prix,-840.575
-1 days +23:46:59.441000,23.9,52.8,1006.7,False,40.6,241,2.7,9,British Grand Prix,-780.559
-1 days +23:47:59.441000,24.3,52.8,1006.7,False,40.6,241,2.7,9,British Grand Prix,-720.559
-1 days +23:48:59.490000,24.0,52.8,1006.7,False,40.6,241,2.7,9,British Grand Prix,-660.51
-1 days +23:49:59.461000,24.6,52.8,1006.7,False,40.6,241,2.7,9,British Grand Prix,-600.539
-1 days +23:50:59.463000,24.6,51.0,1006.8,False,41.5,244,0.9,9,British Grand Prix,-540.537
-1 days +23:51:59.475000,24.4,51.0,1006.8,False,41.5,244,0.9,9,British Grand Prix,-480.525
-1 days +23:52:59.493000,24.4,49.7,1006.7,False,41.5,167,0.7,9,British Grand Prix,-420.507
-1 days +23:53:59.509000,24.1,49.7,1006.7,False,41.5,167,0.7,9,British Grand Prix,-360.491
-1 days +23:54:59.525000,24.5,49.9,1006.7,False,41.2,12,1.1,9,British Grand Prix,-300.475
-1 days +23:55:59.570000,24.5,50.2,1006.5,False,42.1,323,1.5,9,British Grand Prix,-240.43
-1 days +23:56:59.548000,24.8,50.8,1006.5,False,41.9,205,3.3,9,British Grand Prix,-180.452
-1 days +23:57:59.558000,24.9,49.0,1006.6,False,40.4,286,1.0,9,British Grand Prix,-120.442
-1 days +23:58:59.559000,24.4,50.3,1006.6,False,39.4,206,1.6,9,British Grand Prix,-60.441
-1 days +23:59:59.561000,24.4,49.5,1006.6,False,39.3,171,1.2,9,British Grand Prix,-0.439
0 days 00:00:59.551000,24.3,49.5,1006.6,False,39.3,171,1.2,9,British Grand Prix,59.551
0 days 00:01:59.561000,24.3,51.2,1006.6,False,41.1,167,1.6,9,British Grand Prix,119.561
0 days 00:02:59.561000,24.3,51.2,1006.6,False,41.1,167,1.6,9,British Grand Prix,179.561
0 days 00:03:59.568000,24.5,52.3,1006.6,False,40.6,185,1.3,9,British Grand Prix,239.568
0 days 00:04:59.585000,24.4,52.3,1006.6,False,40.6,185,1.3,9,British Grand Prix,299.585
0 days 00:05:59.578000,24.6,50.7,1006.5,False,42.2,273,1.4,9,British Grand Prix,359.578
0 days 00:06:59.584000,24.4,50.0,1006.5,False,42.3,265,2.2,9,British Grand Prix,419.584
0 days 00:07:59.581000,24.6,50.0,1006.5,False,42.3,265,2.2,9,British Grand Prix,479.581
0 days 00:08:59.581000,24.6,50.2,1006.5,False,42.3,296,1.5,9,British Grand Prix,539.581
0 days 00:09:59.587000,24.5,50.4,1006.5,False,41.7,262,1.6,9,British Grand Prix,599.587
0 days 00:10:59.582000,24.5,49.9,1006.5,False,42.6,217,2.3,9,British Grand Prix,659.582
0 days 00:11:59.586000,24.5,50.1,1006.6,False,41.3,287,2.3,9,British Grand Prix,719.586
0 days 00:12:59.590000,24.5,49.9,1006.4,False,42.3,250,2.8,9,British Grand Prix,779.59
0 days 00:13:59.593000,24.5,49.9,1006.4,False,42.3,250,2.8,9,British Grand Prix,839.593
0 days 00:14:59.591000,24.8,49.8,1006.5,False,42.3,180,0.8,9,British Grand Prix,899.591
0 days 00:15:59.586000,25.0,47.9,1006.5,False,42.4,137,1.4,9,British Grand Prix,959.586
0 days 00:16:59.599000,25.0,46.7,1006.4,False,41.5,77,0.9,9,British Grand Prix,1019.599
0 days 00:17:59.588000,25.3,46.7,1006.4,False,41.5,77,0.9,9,British Grand Prix,1079.588
0 days 00:18:59.597000,25.2,46.7,1006.4,False,42.4,78,2.8,9,British Grand Prix,1139.597
0 days 00:19:59.596000,25.2,46.7,1006.4,False,42.4,78,2.8,9,British Grand Prix,1199.596
0 days 00:20:59.597000,25.2,46.7,1006.4,False,42.4,78,2.8,9,British Grand Prix,1259.597
0 days 00:21:59.592000,25.0,46.7,1006.4,False,42.4,78,2.8,9,British Grand Prix,1319.592
0 days 00:22:59.597000,24.9,46.7,1006.4,False,42.4,78,2.8,9,British Grand Prix,1379.597
0 days 00:23:59.600000,25.0,46.7,1006.4,False,42.4,78,2.8,9,British Grand Prix,1439.6
0 days 00:24:59.597000,25.0,48.3,1006.5,False,43.7,249,1.1,9,British Grand Prix,1499.597
0 days 00:25:59.598000,25.0,48.3,1006.6,False,43.8,146,0.4,9,British Grand Prix,1559.598
0 days 00:26:59.601000,24.9,49.0,1006.4,False,43.7,232,2.7,9,British Grand Prix,1619.601
0 days 00:27:59.627000,24.8,49.0,1006.4,False,42.9,263,1.4,9,British Grand Prix,1679.627
0 days 00:28:59.596000,25.0,48.6,1006.4,False,42.9,251,3.7,9,British Grand Prix,1739.596
0 days 00:29:59.606000,25.0,48.6,1006.5,False,42.6,220,1.1,9,British Grand Prix,1799.606
0 days 00:30:59.598000,24.9,48.6,1006.5,False,42.6,220,1.1,9,British Grand Prix,1859.598
0 days 00:31:59.607000,25.0,48.6,1006.5,False,42.6,220,1.1,9,British Grand Prix,1919.607
0 days 00:32:59.598000,25.5,47.7,1006.3,False,41.4,267,4.2,9,British Grand Prix,1979.598
0 days 00:33:59.595000,25.3,48.5,1006.3,False,41.5,231,3.3,9,British Grand Prix,2039.595
0 days 00:34:59.610999999,25.3,48.4,1006.4,False,40.8,267,1.2,9,British Grand Prix,2099.610999999
0 days 00:35:59.601000,25.5,48.4,1006.4,False,40.8,267,1.2,9,British Grand Prix,2159.601
0 days 00:36:59.597000,26.0,48.4,1006.4,False,40.8,267,1.2,9,British Grand Prix,2219.597
0 days 00:37:59.602000,25.5,48.9,1006.3,False,41.6,262,4.8,9,British Grand Prix,2279.602
0 days 00:38:59.608000,25.5,48.2,1006.4,False,41.5,65,0.4,9,British Grand Prix,2339.608
0 days 00:39:59.613000,25.6,48.2,1006.4,False,41.5,65,0.4,9,British Grand Prix,2399.613
0 days 00:40:59.607000,25.3,48.5,1006.3,False,41.3,234,1.6,9,British Grand Prix,2459.607
0 days 00:41:59.607000,25.3,48.5,1006.3,False,41.3,234,1.6,9,British Grand Prix,2519.607
0 days 00:42:59.607000,26.0,48.5,1006.3,False,41.3,234,1.6,9,British Grand Prix,2579.607
0 days 00:43:59.607000,25.4,48.5,1006.3,False,39.3,250,2.8,9,British Grand Prix,2639.607
0 days 00:44:59.608000,25.6,48.5,1006.3,False,39.3,250,2.8,9,British Grand Prix,2699.608
0 days 00:45:59.607000,25.2,48.5,1006.3,False,39.3,250,2.8,9,British Grand Prix,2759.607
0 days 00:46:59.621000,25.1,49.5,1006.3,False,39.3,219,1.7,9,British Grand Prix,2819.621
0 days 00:47:59.639000,25.0,50.1,1006.4,False,38.7,232,3.8,9,British Grand Prix,2879.639
0 days 00:48:59.656000,24.8,50.8,1006.3,False,38.4,246,2.3,9,British Grand Prix,2939.656
0 days 00:49:59.656000,24.9,50.9,1006.2,False,38.1,225,2.9,9,British Grand Prix,2999.656
0 days 00:50:59.673000,25.0,50.1,1006.4,False,37.5,263,0.8,9,British Grand Prix,3059.673
0 days 00:51:59.669000,25.4,50.1,1006.4,False,37.5,263,0.8,9,British Grand Prix,3119.669
0 days 00:52:59.674000,25.0,50.4,1006.3,False,38.8,244,0.6,9,British Grand Prix,3179.674
0 days 00:53:59.691000,25.0,50.5,1006.3,False,37.7,269,2.1,9,British Grand Prix,3239.691
0 days 00:54:59.710000,25.2,50.5,1006.3,False,37.7,269,2.1,9,British Grand Prix,3299.71
0 days 00:55:59.708000,25.8,50.5,1006.3,False,37.7,269,2.1,9,British Grand Prix,3359.708
0 days 00:56:59.709000,25.6,49.2,1006.2,False,38.3,207,1.9,9,British Grand Prix,3419.709
0 days 00:57:59.715000,25.5,49.2,1006.2,False,38.3,207,1.9,9,British Grand Prix,3479.715
0 days 00:58:59.716000,25.6,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3539.716
0 days 00:59:59.727000,25.5,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3599.727
0 days 01:00:59.729000,25.4,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3659.729
0 days 01:01:59.728000,25.2,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3719.728
0 days 01:02:59.745000,25.3,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3779.745
0 days 01:03:59.756000,25.4,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3839.756
0 days 01:04:59.735000,25.4,48.4,1006.2,False,38.9,112,1.5,9,British Grand Prix,3899.735
0 days 01:05:59.746000,25.3,47.4,1006.1,False,38.8,243,2.0,9,British Grand Prix,3959.746
0 days 01:06:59.748000,25.3,47.9,1006.0,False,38.4,247,1.4,9,British Grand Prix,4019.748
0 days 01:07:59.748000,25.4,47.7,1006.2,False,38.4,212,1.4,9,British Grand Prix,4079.748
0 days 01:08:59.752999999,25.4,48.4,1006.2,False,38.8,110,0.8,9,British Grand Prix,4139.752999999
0 days 01:09:59.787000,25.6,47.2,1006.1,False,38.7,305,0.6,9,British Grand Prix,4199.787
0 days 01:10:59.781000,25.4,47.2,1006.1,False,38.7,305,0.6,9,British Grand Prix,4259.781
0 days 01:11:59.803000,25.4,47.8,1006.1,False,39.0,233,2.8,9,British Grand Prix,4319.803
0 days 01:12:59.801999999,25.6,48.4,1006.0,False,38.7,242,1.2,9,British Grand Prix,4379.801999999
0 days 01:13:59.791000,25.4,47.5,1006.0,False,38.7,223,2.0,9,British Grand Prix,4439.791
0 days 01:14:59.795000,25.4,48.2,1006.0,False,38.2,231,2.6,9,British Grand Prix,4499.795
0 days 01:15:59.803000,25.4,48.6,1005.9,False,38.7,255,2.0,9,British Grand Prix,4559.803
0 days 01:16:59.835000,25.6,48.6,1005.9,False,38.7,255,2.0,9,British Grand Prix,4619.835
0 days 01:17:59.828000,25.6,47.8,1006.0,False,38.7,273,1.8,9,British Grand Prix,4679.828
0 days 01:18:59.816000,25.6,47.2,1006.0,False,39.3,228,1.4,9,British Grand Prix,4739.816
0 days 01:19:59.799000,26.1,47.2,1006.0,False,39.3,228,1.4,9,British Grand Prix,4799.799
0 days 01:20:59.818000,25.5,48.0,1006.0,False,39.8,144,0.6,9,British Grand Prix,4859.818
0 days 01:21:59.816000,25.7,47.9,1005.9,False,39.8,197,0.6,9,British Grand Prix,4919.816
0 days 01:22:59.837000,25.7,48.1,1006.0,False,39.5,279,1.9,9,British Grand Prix,4979.837
0 days 01:23:59.834000,25.7,46.4,1005.8,False,39.8,208,3.8,9,British Grand Prix,5039.834
0 days 01:24:59.836000,25.4,47.5,1005.9,False,39.7,212,1.7,9,British Grand Prix,5099.836
0 days 01:25:59.852000,25.6,47.4,1006.0,False,39.4,306,1.1,9,British Grand Prix,5159.852
0 days 01:26:59.854000,25.5,46.5,1005.9,False,39.3,266,2.2,9,British Grand Prix,5219.854
0 days 01:27:59.856000,25.7,47.3,1005.9,False,39.3,301,1.8,9,British Grand Prix,5279.856
0 days 01:28:59.872000,25.8,46.9,1005.9,False,40.1,262,2.2,9,British Grand Prix,5339.872
0 days 01:29:59.872000,25.8,46.9,1005.9,False,40.1,262,2.2,9,British Grand Prix,5399.872
0 days 01:30:59.889000,25.8,46.3,1005.7,False,40.4,117,2.5,9,British Grand Prix,5459.889
0 days 01:31:59.888000,25.9,44.9,1005.8,False,39.8,166,1.4,9,British Grand Prix,5519.888
0 days 01:32:59.890000,25.8,45.5,1005.8,False,39.7,245,1.3,9,British Grand Prix,5579.89
0 days 01:33:59.894000,25.8,45.5,1005.8,False,40.2,0,0.0,9,British Grand Prix,5639.894
0 days 01:34:59.893000,25.8,45.6,1005.8,False,39.9,235,1.4,9,British Grand Prix,5699.893
0 days 01:35:59.892000,26.0,46.3,1005.8,False,40.3,210,1.7,9,British Grand Prix,5759.892
0 days 01:36:59.894000,25.9,45.4,1005.9,False,39.5,21,0.7,9,British Grand Prix,5819.894
0 days 01:37:59.882000,25.8,45.8,1005.8,False,39.6,292,0.9,9,British Grand Prix,5879.882
0 days 01:38:59.893000,25.6,46.0,1005.8,False,39.4,287,1.4,9,British Grand Prix,5939.893
0 days 01:39:59.894000,25.6,46.0,1005.8,False,39.4,287,1.4,9,British Grand Prix,5999.894
0 days 01:40:59.896000,25.6,46.6,1005.8,False,39.6,130,1.5,9,British Grand Prix,6059.896
0 days 01:41:59.896000,25.5,47.0,1005.8,False,39.7,233,0.9,9,British Grand Prix,6119.896
0 days 01:42:59.896000,25.5,47.0,1005.7,False,39.6,248,2.8,9,British Grand Prix,6179.896
0 days 01:43:59.897000,25.6,46.2,1005.8,False,38.4,274,2.3,9,British Grand Prix,6239.897
-1 days +23:08:37.363000,18.1,50.2,972.7,False,35.9,287,1.6,10,Belgian Grand Prix,-3082.637
-1 days +23:09:37.374000,18.2,49.3,972.7,False,37.0,297,2.3,10,Belgian Grand Prix,-3022.626
-1 days +23:10:37.418000,18.9,49.3,972.7,False,37.0,297,2.3,10,Belgian Grand Prix,-2962.582
-1 days +23:11:37.389000,18.4,48.8,972.8,False,36.5,344,3.1,10,Belgian Grand Prix,-2902.611
-1 days +23:12:37.388000,18.2,48.9,972.6,False,36.7,5,1.4,10,Belgian Grand Prix,-2842.612
-1 days +23:13:37.391000,18.1,49.8,972.7,False,36.5,310,1.8,10,Belgian Grand Prix,-2782.609
-1 days +23:14:37.390000,18.1,50.4,972.7,False,35.9,319,3.7,10,Belgian Grand Prix,-2722.61
-1 days +23:15:37.377000,18.3,48.2,972.8,False,36.1,349,1.5,10,Belgian Grand Prix,-2662.623
-1 days +23:16:37.392000,18.4,49.3,972.8,False,35.4,334,3.6,10,Belgian Grand Prix,-2602.608
-1 days +23:17:37.388000,18.4,50.0,972.6,False,35.2,304,1.8,10,Belgian Grand Prix,-2542.612
-1 days +23:18:37.388000,18.7,50.0,972.6,False,35.2,304,1.8,10,Belgian Grand Prix,-2482.612
-1 days +23:19:37.395000,18.6,48.4,972.7,False,35.1,347,3.3,10,Belgian Grand Prix,-2422.605
-1 days +23:20:37.394000,18.5,47.9,972.7,False,36.3,330,2.5,10,Belgian Grand Prix,-2362.606
-1 days +23:21:37.395000,18.3,49.6,972.7,False,36.2,352,1.2,10,Belgian Grand Prix,-2302.605
-1 days +23:22:37.399000,18.1,49.2,972.8,False,34.4,14,0.5,10,Belgian Grand Prix,-2242.601
-1 days +23:23:37.395000,18.2,48.2,972.7,False,34.4,80,3.2,10,Belgian Grand Prix,-2182.605
-1 days +23:24:37.399000,18.2,47.8,972.7,False,34.3,77,2.7,10,Belgian Grand Prix,-2122.601
-1 days +23:25:37.398000001,18.3,48.0,972.7,False,33.9,312,2.9,10,Belgian Grand Prix,-2062.601999999
-1 days +23:26:37.398000,18.4,48.3,972.7,False,33.3,357,2.7,10,Belgian Grand Prix,-2002.602
-1 days +23:27:37.394000,18.5,48.3,972.8,False,31.9,278,0.3,10,Belgian Grand Prix,-1942.606
-1 days +23:28:37.409000,18.4,49.7,972.7,False,33.2,351,0.8,10,Belgian Grand Prix,-1882.591
-1 days +23:29:37.424000,18.2,49.7,972.8,False,31.2,287,2.5,10,Belgian Grand Prix,-1822.576
-1 days +23:30:37.446000,18.5,49.3,972.7,False,31.8,269,1.5,10,Belgian Grand Prix,-1762.554
-1 days +23:31:37.434000,18.5,49.0,972.8,False,31.8,278,2.8,10,Belgian Grand Prix,-1702.566
-1 days +23:32:37.431000,18.0,49.3,972.8,False,31.4,255,1.2,10,Belgian Grand Prix,-1642.569
-1 days +23:33:37.431000,18.2,49.8,972.7,False,31.7,317,3.9,10,Belgian Grand Prix,-1582.569
-1 days +23:34:37.432000,17.8,49.8,972.7,False,31.7,317,3.9,10,Belgian Grand Prix,-1522.568
-1 days +23:35:37.436000,17.9,50.0,972.8,False,27.1,300,2.8,10,Belgian Grand Prix,-1462.564
-1 days +23:36:37.433000,17.8,51.0,972.8,False,26.8,293,3.6,10,Belgian Grand Prix,-1402.567
-1 days +23:37:37.436000,17.7,51.8,972.9,False,27.2,298,2.1,10,Belgian Grand Prix,-1342.564
-1 days +23:38:37.434000,17.7,52.2,972.8,False,27.8,300,1.6,10,Belgian Grand Prix,-1282.566
-1 days +23:39:37.434000,16.7,52.2,972.8,False,27.8,300,1.6,10,Belgian Grand Prix,-1222.566
-1 days +23:40:37.430000,17.6,51.3,972.8,False,27.8,287,1.1,10,Belgian Grand Prix,-1162.57
-1 days +23:41:37.439000,17.1,51.3,972.8,False,27.8,287,1.1,10,Belgian Grand Prix,-1102.561
-1 days +23:42:37.444000,18.2,50.5,972.9,False,27.8,309,2.5,10,Belgian Grand Prix,-1042.556
-1 days +23:43:37.438000,17.2,50.5,972.9,False,27.8,309,2.5,10,Belgian Grand Prix,-982.562
-1 days +23:44:37.443000,17.4,51.1,972.8,False,27.6,257,1.3,10,Belgian Grand Prix,-922.557
-1 days +23:45:37.440000,17.3,50.9,972.9,False,27.6,297,1.1,10,Belgian Grand Prix,-862.56
-1 days +23:46:37.446000,17.4,50.7,972.8,False,28.3,295,1.7,10,Belgian Grand Prix,-802.554
-1 days +23:47:37.440000,17.4,50.5,972.8,False,29.5,326,0.9,10,Belgian Grand Prix,-742.56
-1 days +23:48:37.453000,17.4,50.3,972.8,False,28.6,287,2.8,10,Belgian Grand Prix,-682.547
-1 days +23:49:37.444000,17.5,48.7,972.9,False,26.1,294,2.7,10,Belgian Grand Prix,-622.556
-1 days +23:50:37.448000,17.5,48.1,973.0,False,27.5,253,1.0,10,Belgian Grand Prix,-562.552
-1 days +23:51:37.449000,17.5,49.6,972.9,False,28.0,277,1.0,10,Belgian Grand Prix,-502.551
-1 days +23:52:37.441000,18.0,50.1,972.9,False,28.9,322,2.3,10,Belgian Grand Prix,-442.559
-1 days +23:53:37.449000,17.6,50.2,972.9,False,28.4,337,2.1,10,Belgian Grand Prix,-382.551
